Fecha;CCAA;confirmados;hospitalizados;UCI;fallecidos
2020-01-01;España;0;8;0;0
2020-01-01;Andalucía;0;3;0;0
2020-01-01;Aragón;0;0;0;0
2020-01-01;Asturias;0;0;0;0
2020-01-01;Canarias;0;0;0;0
2020-01-01;Cantabria;0;0;0;0
2020-01-01;Castilla y León;0;0;0;0
2020-01-01;Castilla-La Mancha;0;0;0;0
2020-01-01;Cataluña;0;1;0;0
2020-01-01;Ceuta y Melilla;0;0;0;0
2020-01-01;Comunidad Valenciana;0;2;0;0
2020-01-01;Extremadura;0;0;0;0
2020-01-01;Galicia;0;1;0;0
2020-01-01;Islas Baleares;0;0;0;0
2020-01-01;La Rioja;0;0;0;0
2020-01-01;Madrid;0;1;0;0
2020-01-01;Murcia;0;0;0;0
2020-01-01;Navarra;0;0;0;0
2020-01-01;País Vasco;0;0;0;0
2020-01-01;No Consta;0;0;0;0
2020-01-02;España;0;76;1;0
2020-01-02;Andalucía;0;8;0;0
2020-01-02;Aragón;0;0;0;0
2020-01-02;Asturias;0;0;0;0
2020-01-02;Canarias;0;0;0;0
2020-01-02;Cantabria;0;0;0;0
2020-01-02;Castilla y León;0;0;0;0
2020-01-02;Castilla-La Mancha;0;0;0;0
2020-01-02;Cataluña;0;54;0;0
2020-01-02;Ceuta y Melilla;0;0;0;0
2020-01-02;Comunidad Valenciana;0;5;0;0
2020-01-02;Extremadura;0;0;0;0
2020-01-02;Galicia;0;1;0;0
2020-01-02;Islas Baleares;0;0;0;0
2020-01-02;La Rioja;0;0;0;0
2020-01-02;Madrid;0;5;1;0
2020-01-02;Murcia;0;0;0;0
2020-01-02;Navarra;0;0;0;0
2020-01-02;País Vasco;0;3;0;0
2020-01-02;No Consta;0;0;0;0
2020-01-03;España;0;87;2;0
2020-01-03;Andalucía;0;10;0;0
2020-01-03;Aragón;0;0;0;0
2020-01-03;Asturias;0;0;0;0
2020-01-03;Canarias;0;0;0;0
2020-01-03;Cantabria;0;0;0;0
2020-01-03;Castilla y León;0;0;0;0
2020-01-03;Castilla-La Mancha;0;0;0;0
2020-01-03;Cataluña;0;55;0;0
2020-01-03;Ceuta y Melilla;0;0;0;0
2020-01-03;Comunidad Valenciana;0;6;0;0
2020-01-03;Extremadura;0;0;0;0
2020-01-03;Galicia;0;1;0;0
2020-01-03;Islas Baleares;0;0;0;0
2020-01-03;La Rioja;0;0;0;0
2020-01-03;Madrid;0;11;2;0
2020-01-03;Murcia;0;0;0;0
2020-01-03;Navarra;0;0;0;0
2020-01-03;País Vasco;0;3;0;0
2020-01-03;No Consta;0;1;0;0
2020-01-04;España;0;97;2;0
2020-01-04;Andalucía;0;11;0;0
2020-01-04;Aragón;0;0;0;0
2020-01-04;Asturias;0;0;0;0
2020-01-04;Canarias;0;0;0;0
2020-01-04;Cantabria;0;0;0;0
2020-01-04;Castilla y León;0;0;0;0
2020-01-04;Castilla-La Mancha;0;0;0;0
2020-01-04;Cataluña;0;57;0;0
2020-01-04;Ceuta y Melilla;0;0;0;0
2020-01-04;Comunidad Valenciana;0;7;0;0
2020-01-04;Extremadura;0;0;0;0
2020-01-04;Galicia;0;1;0;0
2020-01-04;Islas Baleares;0;0;0;0
2020-01-04;La Rioja;0;0;0;0
2020-01-04;Madrid;0;17;2;0
2020-01-04;Murcia;0;0;0;0
2020-01-04;Navarra;0;0;0;0
2020-01-04;País Vasco;0;3;0;0
2020-01-04;No Consta;0;1;0;0
2020-01-05;España;0;108;2;0
2020-01-05;Andalucía;0;13;0;0
2020-01-05;Aragón;0;0;0;0
2020-01-05;Asturias;0;0;0;0
2020-01-05;Canarias;0;0;0;0
2020-01-05;Cantabria;0;0;0;0
2020-01-05;Castilla y León;0;0;0;0
2020-01-05;Castilla-La Mancha;0;0;0;0
2020-01-05;Cataluña;0;57;0;0
2020-01-05;Ceuta y Melilla;0;0;0;0
2020-01-05;Comunidad Valenciana;0;11;0;0
2020-01-05;Extremadura;0;0;0;0
2020-01-05;Galicia;0;1;0;0
2020-01-05;Islas Baleares;0;0;0;0
2020-01-05;La Rioja;0;0;0;0
2020-01-05;Madrid;0;21;2;0
2020-01-05;Murcia;0;0;0;0
2020-01-05;Navarra;0;0;0;0
2020-01-05;País Vasco;0;4;0;0
2020-01-05;No Consta;0;1;0;0
2020-01-06;España;0;112;2;0
2020-01-06;Andalucía;0;14;0;0
2020-01-06;Aragón;0;0;0;0
2020-01-06;Asturias;0;0;0;0
2020-01-06;Canarias;0;0;0;0
2020-01-06;Cantabria;0;0;0;0
2020-01-06;Castilla y León;0;0;0;0
2020-01-06;Castilla-La Mancha;0;0;0;0
2020-01-06;Cataluña;0;58;0;0
2020-01-06;Ceuta y Melilla;0;0;0;0
2020-01-06;Comunidad Valenciana;0;13;0;0
2020-01-06;Extremadura;0;0;0;0
2020-01-06;Galicia;0;1;0;0
2020-01-06;Islas Baleares;0;0;0;0
2020-01-06;La Rioja;0;0;0;0
2020-01-06;Madrid;0;21;2;0
2020-01-06;Murcia;0;0;0;0
2020-01-06;Navarra;0;0;0;0
2020-01-06;País Vasco;0;4;0;0
2020-01-06;No Consta;0;1;0;0
2020-01-07;España;0;119;3;0
2020-01-07;Andalucía;0;15;0;0
2020-01-07;Aragón;0;0;0;0
2020-01-07;Asturias;0;1;0;0
2020-01-07;Canarias;0;0;0;0
2020-01-07;Cantabria;0;0;0;0
2020-01-07;Castilla y León;0;0;0;0
2020-01-07;Castilla-La Mancha;0;0;0;0
2020-01-07;Cataluña;0;59;0;0
2020-01-07;Ceuta y Melilla;0;0;0;0
2020-01-07;Comunidad Valenciana;0;13;0;0
2020-01-07;Extremadura;0;0;0;0
2020-01-07;Galicia;0;1;0;0
2020-01-07;Islas Baleares;0;0;0;0
2020-01-07;La Rioja;0;0;0;0
2020-01-07;Madrid;0;24;2;0
2020-01-07;Murcia;0;0;0;0
2020-01-07;Navarra;0;0;0;0
2020-01-07;País Vasco;0;5;1;0
2020-01-07;No Consta;0;1;0;0
2020-01-08;España;0;124;3;0
2020-01-08;Andalucía;0;15;0;0
2020-01-08;Aragón;0;0;0;0
2020-01-08;Asturias;0;2;0;0
2020-01-08;Canarias;0;0;0;0
2020-01-08;Cantabria;0;0;0;0
2020-01-08;Castilla y León;0;0;0;0
2020-01-08;Castilla-La Mancha;0;0;0;0
2020-01-08;Cataluña;0;60;0;0
2020-01-08;Ceuta y Melilla;0;0;0;0
2020-01-08;Comunidad Valenciana;0;14;0;0
2020-01-08;Extremadura;0;0;0;0
2020-01-08;Galicia;0;2;0;0
2020-01-08;Islas Baleares;0;0;0;0
2020-01-08;La Rioja;0;0;0;0
2020-01-08;Madrid;0;25;2;0
2020-01-08;Murcia;0;0;0;0
2020-01-08;Navarra;0;0;0;0
2020-01-08;País Vasco;0;5;1;0
2020-01-08;No Consta;0;1;0;0
2020-01-09;España;0;132;3;0
2020-01-09;Andalucía;0;15;0;0
2020-01-09;Aragón;0;1;0;0
2020-01-09;Asturias;0;2;0;0
2020-01-09;Canarias;0;2;0;0
2020-01-09;Cantabria;0;0;0;0
2020-01-09;Castilla y León;0;0;0;0
2020-01-09;Castilla-La Mancha;0;1;0;0
2020-01-09;Cataluña;0;62;0;0
2020-01-09;Ceuta y Melilla;0;0;0;0
2020-01-09;Comunidad Valenciana;0;14;0;0
2020-01-09;Extremadura;0;0;0;0
2020-01-09;Galicia;0;2;0;0
2020-01-09;Islas Baleares;0;0;0;0
2020-01-09;La Rioja;0;0;0;0
2020-01-09;Madrid;0;26;2;0
2020-01-09;Murcia;0;1;0;0
2020-01-09;Navarra;0;0;0;0
2020-01-09;País Vasco;0;5;1;0
2020-01-09;No Consta;0;1;0;0
2020-01-10;España;0;143;3;0
2020-01-10;Andalucía;0;15;0;0
2020-01-10;Aragón;0;1;0;0
2020-01-10;Asturias;0;2;0;0
2020-01-10;Canarias;0;3;0;0
2020-01-10;Cantabria;0;0;0;0
2020-01-10;Castilla y León;0;0;0;0
2020-01-10;Castilla-La Mancha;0;1;0;0
2020-01-10;Cataluña;0;66;0;0
2020-01-10;Ceuta y Melilla;0;0;0;0
2020-01-10;Comunidad Valenciana;0;15;0;0
2020-01-10;Extremadura;0;0;0;0
2020-01-10;Galicia;0;2;0;0
2020-01-10;Islas Baleares;0;0;0;0
2020-01-10;La Rioja;0;0;0;0
2020-01-10;Madrid;0;30;2;0
2020-01-10;Murcia;0;1;0;0
2020-01-10;Navarra;0;0;0;0
2020-01-10;País Vasco;0;5;1;0
2020-01-10;No Consta;0;2;0;0
2020-01-11;España;0;146;4;0
2020-01-11;Andalucía;0;17;0;0
2020-01-11;Aragón;0;1;0;0
2020-01-11;Asturias;0;2;0;0
2020-01-11;Canarias;0;3;0;0
2020-01-11;Cantabria;0;0;0;0
2020-01-11;Castilla y León;0;0;0;0
2020-01-11;Castilla-La Mancha;0;1;0;0
2020-01-11;Cataluña;0;66;0;0
2020-01-11;Ceuta y Melilla;0;0;0;0
2020-01-11;Comunidad Valenciana;0;16;0;0
2020-01-11;Extremadura;0;0;0;0
2020-01-11;Galicia;0;2;1;0
2020-01-11;Islas Baleares;0;0;0;0
2020-01-11;La Rioja;0;0;0;0
2020-01-11;Madrid;0;30;2;0
2020-01-11;Murcia;0;1;0;0
2020-01-11;Navarra;0;0;0;0
2020-01-11;País Vasco;0;5;1;0
2020-01-11;No Consta;0;2;0;0
2020-01-12;España;0;152;4;0
2020-01-12;Andalucía;0;18;0;0
2020-01-12;Aragón;0;1;0;0
2020-01-12;Asturias;0;2;0;0
2020-01-12;Canarias;0;3;0;0
2020-01-12;Cantabria;0;0;0;0
2020-01-12;Castilla y León;0;0;0;0
2020-01-12;Castilla-La Mancha;0;1;0;0
2020-01-12;Cataluña;0;66;0;0
2020-01-12;Ceuta y Melilla;0;0;0;0
2020-01-12;Comunidad Valenciana;0;20;0;0
2020-01-12;Extremadura;0;0;0;0
2020-01-12;Galicia;0;2;1;0
2020-01-12;Islas Baleares;0;0;0;0
2020-01-12;La Rioja;0;0;0;0
2020-01-12;Madrid;0;30;2;0
2020-01-12;Murcia;0;1;0;0
2020-01-12;Navarra;0;1;0;0
2020-01-12;País Vasco;0;5;1;0
2020-01-12;No Consta;0;2;0;0
2020-01-13;España;0;160;4;0
2020-01-13;Andalucía;0;19;0;0
2020-01-13;Aragón;0;1;0;0
2020-01-13;Asturias;0;2;0;0
2020-01-13;Canarias;0;3;0;0
2020-01-13;Cantabria;0;0;0;0
2020-01-13;Castilla y León;0;0;0;0
2020-01-13;Castilla-La Mancha;0;1;0;0
2020-01-13;Cataluña;0;66;0;0
2020-01-13;Ceuta y Melilla;0;0;0;0
2020-01-13;Comunidad Valenciana;0;24;0;0
2020-01-13;Extremadura;0;0;0;0
2020-01-13;Galicia;0;2;1;0
2020-01-13;Islas Baleares;0;0;0;0
2020-01-13;La Rioja;0;0;0;0
2020-01-13;Madrid;0;32;2;0
2020-01-13;Murcia;0;1;0;0
2020-01-13;Navarra;0;1;0;0
2020-01-13;País Vasco;0;6;1;0
2020-01-13;No Consta;0;2;0;0
2020-01-14;España;0;170;5;0
2020-01-14;Andalucía;0;20;0;0
2020-01-14;Aragón;0;1;0;0
2020-01-14;Asturias;0;2;0;0
2020-01-14;Canarias;0;3;0;0
2020-01-14;Cantabria;0;0;0;0
2020-01-14;Castilla y León;0;0;0;0
2020-01-14;Castilla-La Mancha;0;1;0;0
2020-01-14;Cataluña;0;68;1;0
2020-01-14;Ceuta y Melilla;0;0;0;0
2020-01-14;Comunidad Valenciana;0;25;0;0
2020-01-14;Extremadura;0;0;0;0
2020-01-14;Galicia;0;2;1;0
2020-01-14;Islas Baleares;0;0;0;0
2020-01-14;La Rioja;0;0;0;0
2020-01-14;Madrid;0;38;2;0
2020-01-14;Murcia;0;1;0;0
2020-01-14;Navarra;0;1;0;0
2020-01-14;País Vasco;0;6;1;0
2020-01-14;No Consta;0;2;0;0
2020-01-15;España;0;181;6;0
2020-01-15;Andalucía;0;21;0;0
2020-01-15;Aragón;0;1;0;0
2020-01-15;Asturias;0;2;0;0
2020-01-15;Canarias;0;4;0;0
2020-01-15;Cantabria;0;0;0;0
2020-01-15;Castilla y León;0;0;0;0
2020-01-15;Castilla-La Mancha;0;1;0;0
2020-01-15;Cataluña;0;71;1;0
2020-01-15;Ceuta y Melilla;0;0;0;0
2020-01-15;Comunidad Valenciana;0;25;0;0
2020-01-15;Extremadura;0;0;0;0
2020-01-15;Galicia;0;2;1;0
2020-01-15;Islas Baleares;0;0;0;0
2020-01-15;La Rioja;0;0;0;0
2020-01-15;Madrid;0;44;3;0
2020-01-15;Murcia;0;1;0;0
2020-01-15;Navarra;0;1;0;0
2020-01-15;País Vasco;0;6;1;0
2020-01-15;No Consta;0;2;0;0
2020-01-16;España;0;188;6;0
2020-01-16;Andalucía;0;21;0;0
2020-01-16;Aragón;0;1;0;0
2020-01-16;Asturias;0;2;0;0
2020-01-16;Canarias;0;4;0;0
2020-01-16;Cantabria;0;0;0;0
2020-01-16;Castilla y León;0;1;0;0
2020-01-16;Castilla-La Mancha;0;1;0;0
2020-01-16;Cataluña;0;71;1;0
2020-01-16;Ceuta y Melilla;0;0;0;0
2020-01-16;Comunidad Valenciana;0;25;0;0
2020-01-16;Extremadura;0;0;0;0
2020-01-16;Galicia;0;2;1;0
2020-01-16;Islas Baleares;0;0;0;0
2020-01-16;La Rioja;0;0;0;0
2020-01-16;Madrid;0;48;3;0
2020-01-16;Murcia;0;1;0;0
2020-01-16;Navarra;0;1;0;0
2020-01-16;País Vasco;0;7;1;0
2020-01-16;No Consta;0;3;0;0
2020-01-17;España;0;193;6;0
2020-01-17;Andalucía;0;21;0;0
2020-01-17;Aragón;0;1;0;0
2020-01-17;Asturias;0;2;0;0
2020-01-17;Canarias;0;4;0;0
2020-01-17;Cantabria;0;0;0;0
2020-01-17;Castilla y León;0;1;0;0
2020-01-17;Castilla-La Mancha;0;1;0;0
2020-01-17;Cataluña;0;72;1;0
2020-01-17;Ceuta y Melilla;0;0;0;0
2020-01-17;Comunidad Valenciana;0;25;0;0
2020-01-17;Extremadura;0;0;0;0
2020-01-17;Galicia;0;2;1;0
2020-01-17;Islas Baleares;0;0;0;0
2020-01-17;La Rioja;0;0;0;0
2020-01-17;Madrid;0;51;3;0
2020-01-17;Murcia;0;1;0;0
2020-01-17;Navarra;0;1;0;0
2020-01-17;País Vasco;0;7;1;0
2020-01-17;No Consta;0;4;0;0
2020-01-18;España;1;199;6;0
2020-01-18;Andalucía;0;21;0;0
2020-01-18;Aragón;0;1;0;0
2020-01-18;Asturias;0;2;0;0
2020-01-18;Canarias;0;4;0;0
2020-01-18;Cantabria;0;0;0;0
2020-01-18;Castilla y León;0;1;0;0
2020-01-18;Castilla-La Mancha;0;1;0;0
2020-01-18;Cataluña;0;72;1;0
2020-01-18;Ceuta y Melilla;0;0;0;0
2020-01-18;Comunidad Valenciana;0;26;0;0
2020-01-18;Extremadura;0;0;0;0
2020-01-18;Galicia;0;3;1;0
2020-01-18;Islas Baleares;0;0;0;0
2020-01-18;La Rioja;0;0;0;0
2020-01-18;Madrid;1;55;3;0
2020-01-18;Murcia;0;1;0;0
2020-01-18;Navarra;0;1;0;0
2020-01-18;País Vasco;0;7;1;0
2020-01-18;No Consta;0;4;0;0
2020-01-19;España;1;204;7;0
2020-01-19;Andalucía;0;22;0;0
2020-01-19;Aragón;0;1;0;0
2020-01-19;Asturias;0;2;0;0
2020-01-19;Canarias;0;4;0;0
2020-01-19;Cantabria;0;0;0;0
2020-01-19;Castilla y León;0;1;0;0
2020-01-19;Castilla-La Mancha;0;1;0;0
2020-01-19;Cataluña;0;73;1;0
2020-01-19;Ceuta y Melilla;0;0;0;0
2020-01-19;Comunidad Valenciana;0;28;0;0
2020-01-19;Extremadura;0;0;0;0
2020-01-19;Galicia;0;4;2;0
2020-01-19;Islas Baleares;0;0;0;0
2020-01-19;La Rioja;0;0;0;0
2020-01-19;Madrid;1;55;3;0
2020-01-19;Murcia;0;1;0;0
2020-01-19;Navarra;0;1;0;0
2020-01-19;País Vasco;0;7;1;0
2020-01-19;No Consta;0;4;0;0
2020-01-20;España;1;215;7;0
2020-01-20;Andalucía;0;22;0;0
2020-01-20;Aragón;0;1;0;0
2020-01-20;Asturias;0;3;0;0
2020-01-20;Canarias;0;5;0;0
2020-01-20;Cantabria;0;0;0;0
2020-01-20;Castilla y León;0;1;0;0
2020-01-20;Castilla-La Mancha;0;1;0;0
2020-01-20;Cataluña;0;77;1;0
2020-01-20;Ceuta y Melilla;0;0;0;0
2020-01-20;Comunidad Valenciana;0;29;0;0
2020-01-20;Extremadura;0;0;0;0
2020-01-20;Galicia;0;4;2;0
2020-01-20;Islas Baleares;0;0;0;0
2020-01-20;La Rioja;0;0;0;0
2020-01-20;Madrid;1;56;3;0
2020-01-20;Murcia;0;1;0;0
2020-01-20;Navarra;0;2;0;0
2020-01-20;País Vasco;0;7;1;0
2020-01-20;No Consta;0;6;0;0
2020-01-21;España;1;228;8;0
2020-01-21;Andalucía;0;26;0;0
2020-01-21;Aragón;0;1;0;0
2020-01-21;Asturias;0;3;0;0
2020-01-21;Canarias;0;7;0;0
2020-01-21;Cantabria;0;0;0;0
2020-01-21;Castilla y León;0;1;0;0
2020-01-21;Castilla-La Mancha;0;1;0;0
2020-01-21;Cataluña;0;79;2;0
2020-01-21;Ceuta y Melilla;0;0;0;0
2020-01-21;Comunidad Valenciana;0;29;0;0
2020-01-21;Extremadura;0;0;0;0
2020-01-21;Galicia;0;4;2;0
2020-01-21;Islas Baleares;0;0;0;0
2020-01-21;La Rioja;0;0;0;0
2020-01-21;Madrid;1;59;3;0
2020-01-21;Murcia;0;1;0;0
2020-01-21;Navarra;0;2;0;0
2020-01-21;País Vasco;0;8;1;0
2020-01-21;No Consta;0;7;0;0
2020-01-22;España;1;235;8;0
2020-01-22;Andalucía;0;26;0;0
2020-01-22;Aragón;0;1;0;0
2020-01-22;Asturias;0;3;0;0
2020-01-22;Canarias;0;8;0;0
2020-01-22;Cantabria;0;0;0;0
2020-01-22;Castilla y León;0;1;0;0
2020-01-22;Castilla-La Mancha;0;1;0;0
2020-01-22;Cataluña;0;80;2;0
2020-01-22;Ceuta y Melilla;0;0;0;0
2020-01-22;Comunidad Valenciana;0;31;0;0
2020-01-22;Extremadura;0;0;0;0
2020-01-22;Galicia;0;4;2;0
2020-01-22;Islas Baleares;0;0;0;0
2020-01-22;La Rioja;0;0;0;0
2020-01-22;Madrid;1;61;3;0
2020-01-22;Murcia;0;1;0;0
2020-01-22;Navarra;0;3;0;0
2020-01-22;País Vasco;0;8;1;0
2020-01-22;No Consta;0;7;0;0
2020-01-23;España;1;243;8;0
2020-01-23;Andalucía;0;27;0;0
2020-01-23;Aragón;0;1;0;0
2020-01-23;Asturias;0;3;0;0
2020-01-23;Canarias;0;8;0;0
2020-01-23;Cantabria;0;0;0;0
2020-01-23;Castilla y León;0;2;0;0
2020-01-23;Castilla-La Mancha;0;1;0;0
2020-01-23;Cataluña;0;81;2;0
2020-01-23;Ceuta y Melilla;0;0;0;0
2020-01-23;Comunidad Valenciana;0;31;0;0
2020-01-23;Extremadura;0;0;0;0
2020-01-23;Galicia;0;5;2;0
2020-01-23;Islas Baleares;0;0;0;0
2020-01-23;La Rioja;0;0;0;0
2020-01-23;Madrid;1;65;3;0
2020-01-23;Murcia;0;1;0;0
2020-01-23;Navarra;0;3;0;0
2020-01-23;País Vasco;0;8;1;0
2020-01-23;No Consta;0;7;0;0
2020-01-24;España;1;258;9;0
2020-01-24;Andalucía;0;28;0;0
2020-01-24;Aragón;0;1;0;0
2020-01-24;Asturias;0;3;0;0
2020-01-24;Canarias;0;8;0;0
2020-01-24;Cantabria;0;0;0;0
2020-01-24;Castilla y León;0;2;0;0
2020-01-24;Castilla-La Mancha;0;1;0;0
2020-01-24;Cataluña;0;87;2;0
2020-01-24;Ceuta y Melilla;0;0;0;0
2020-01-24;Comunidad Valenciana;0;32;0;0
2020-01-24;Extremadura;0;0;0;0
2020-01-24;Galicia;0;6;2;0
2020-01-24;Islas Baleares;0;0;0;0
2020-01-24;La Rioja;0;0;0;0
2020-01-24;Madrid;1;70;4;0
2020-01-24;Murcia;0;1;0;0
2020-01-24;Navarra;0;4;0;0
2020-01-24;País Vasco;0;8;1;0
2020-01-24;No Consta;0;7;0;0
2020-01-25;España;1;261;9;0
2020-01-25;Andalucía;0;28;0;0
2020-01-25;Aragón;0;1;0;0
2020-01-25;Asturias;0;3;0;0
2020-01-25;Canarias;0;8;0;0
2020-01-25;Cantabria;0;0;0;0
2020-01-25;Castilla y León;0;2;0;0
2020-01-25;Castilla-La Mancha;0;1;0;0
2020-01-25;Cataluña;0;87;2;0
2020-01-25;Ceuta y Melilla;0;0;0;0
2020-01-25;Comunidad Valenciana;0;32;0;0
2020-01-25;Extremadura;0;0;0;0
2020-01-25;Galicia;0;6;2;0
2020-01-25;Islas Baleares;0;0;0;0
2020-01-25;La Rioja;0;0;0;0
2020-01-25;Madrid;1;73;4;0
2020-01-25;Murcia;0;1;0;0
2020-01-25;Navarra;0;4;0;0
2020-01-25;País Vasco;0;8;1;0
2020-01-25;No Consta;0;7;0;0
2020-01-26;España;1;264;9;0
2020-01-26;Andalucía;0;28;0;0
2020-01-26;Aragón;0;1;0;0
2020-01-26;Asturias;0;3;0;0
2020-01-26;Canarias;0;8;0;0
2020-01-26;Cantabria;0;0;0;0
2020-01-26;Castilla y León;0;2;0;0
2020-01-26;Castilla-La Mancha;0;1;0;0
2020-01-26;Cataluña;0;87;2;0
2020-01-26;Ceuta y Melilla;0;0;0;0
2020-01-26;Comunidad Valenciana;0;33;0;0
2020-01-26;Extremadura;0;0;0;0
2020-01-26;Galicia;0;7;2;0
2020-01-26;Islas Baleares;0;0;0;0
2020-01-26;La Rioja;0;0;0;0
2020-01-26;Madrid;1;74;4;0
2020-01-26;Murcia;0;1;0;0
2020-01-26;Navarra;0;4;0;0
2020-01-26;País Vasco;0;8;1;0
2020-01-26;No Consta;0;7;0;0
2020-01-27;España;1;271;9;0
2020-01-27;Andalucía;0;29;0;0
2020-01-27;Aragón;0;2;0;0
2020-01-27;Asturias;0;3;0;0
2020-01-27;Canarias;0;8;0;0
2020-01-27;Cantabria;0;0;0;0
2020-01-27;Castilla y León;0;2;0;0
2020-01-27;Castilla-La Mancha;0;1;0;0
2020-01-27;Cataluña;0;89;2;0
2020-01-27;Ceuta y Melilla;0;0;0;0
2020-01-27;Comunidad Valenciana;0;33;0;0
2020-01-27;Extremadura;0;0;0;0
2020-01-27;Galicia;0;9;2;0
2020-01-27;Islas Baleares;0;0;0;0
2020-01-27;La Rioja;0;0;0;0
2020-01-27;Madrid;1;74;4;0
2020-01-27;Murcia;0;1;0;0
2020-01-27;Navarra;0;4;0;0
2020-01-27;País Vasco;0;8;1;0
2020-01-27;No Consta;0;8;0;0
2020-01-28;España;1;279;9;0
2020-01-28;Andalucía;0;31;0;0
2020-01-28;Aragón;0;2;0;0
2020-01-28;Asturias;0;3;0;0
2020-01-28;Canarias;0;8;0;0
2020-01-28;Cantabria;0;0;0;0
2020-01-28;Castilla y León;0;2;0;0
2020-01-28;Castilla-La Mancha;0;1;0;0
2020-01-28;Cataluña;0;89;2;0
2020-01-28;Ceuta y Melilla;0;0;0;0
2020-01-28;Comunidad Valenciana;0;35;0;0
2020-01-28;Extremadura;0;0;0;0
2020-01-28;Galicia;0;9;2;0
2020-01-28;Islas Baleares;0;0;0;0
2020-01-28;La Rioja;0;0;0;0
2020-01-28;Madrid;1;78;4;0
2020-01-28;Murcia;0;1;0;0
2020-01-28;Navarra;0;4;0;0
2020-01-28;País Vasco;0;8;1;0
2020-01-28;No Consta;0;8;0;0
2020-01-29;España;1;295;9;0
2020-01-29;Andalucía;0;33;0;0
2020-01-29;Aragón;0;2;0;0
2020-01-29;Asturias;0;3;0;0
2020-01-29;Canarias;0;9;0;0
2020-01-29;Cantabria;0;0;0;0
2020-01-29;Castilla y León;0;3;0;0
2020-01-29;Castilla-La Mancha;0;1;0;0
2020-01-29;Cataluña;0;99;2;0
2020-01-29;Ceuta y Melilla;0;0;0;0
2020-01-29;Comunidad Valenciana;0;35;0;0
2020-01-29;Extremadura;0;0;0;0
2020-01-29;Galicia;0;9;2;0
2020-01-29;Islas Baleares;0;0;0;0
2020-01-29;La Rioja;0;0;0;0
2020-01-29;Madrid;1;80;4;0
2020-01-29;Murcia;0;1;0;0
2020-01-29;Navarra;0;4;0;0
2020-01-29;País Vasco;0;8;1;0
2020-01-29;No Consta;0;8;0;0
2020-01-30;España;1;308;9;0
2020-01-30;Andalucía;0;34;0;0
2020-01-30;Aragón;0;2;0;0
2020-01-30;Asturias;0;4;0;0
2020-01-30;Canarias;0;10;0;0
2020-01-30;Cantabria;0;0;0;0
2020-01-30;Castilla y León;0;4;0;0
2020-01-30;Castilla-La Mancha;0;1;0;0
2020-01-30;Cataluña;0;101;2;0
2020-01-30;Ceuta y Melilla;0;0;0;0
2020-01-30;Comunidad Valenciana;0;36;0;0
2020-01-30;Extremadura;0;0;0;0
2020-01-30;Galicia;0;9;2;0
2020-01-30;Islas Baleares;0;0;0;0
2020-01-30;La Rioja;0;0;0;0
2020-01-30;Madrid;1;85;4;0
2020-01-30;Murcia;0;2;0;0
2020-01-30;Navarra;0;4;0;0
2020-01-30;País Vasco;0;8;1;0
2020-01-30;No Consta;0;8;0;0
2020-01-31;España;2;323;9;0
2020-01-31;Andalucía;0;34;0;0
2020-01-31;Aragón;0;2;0;0
2020-01-31;Asturias;0;4;0;0
2020-01-31;Canarias;1;10;0;0
2020-01-31;Cantabria;0;0;0;0
2020-01-31;Castilla y León;0;4;0;0
2020-01-31;Castilla-La Mancha;0;1;0;0
2020-01-31;Cataluña;0;107;2;0
2020-01-31;Ceuta y Melilla;0;0;0;0
2020-01-31;Comunidad Valenciana;0;39;0;0
2020-01-31;Extremadura;0;0;0;0
2020-01-31;Galicia;0;9;2;0
2020-01-31;Islas Baleares;0;0;0;0
2020-01-31;La Rioja;0;0;0;0
2020-01-31;Madrid;1;89;4;0
2020-01-31;Murcia;0;3;0;0
2020-01-31;Navarra;0;5;0;0
2020-01-31;País Vasco;0;8;1;0
2020-01-31;No Consta;0;8;0;0
2020-02-01;España;2;332;10;0
2020-02-01;Andalucía;0;34;1;0
2020-02-01;Aragón;0;2;0;0
2020-02-01;Asturias;0;4;0;0
2020-02-01;Canarias;1;11;0;0
2020-02-01;Cantabria;0;0;0;0
2020-02-01;Castilla y León;0;4;0;0
2020-02-01;Castilla-La Mancha;0;1;0;0
2020-02-01;Cataluña;0;112;2;0
2020-02-01;Ceuta y Melilla;0;0;0;0
2020-02-01;Comunidad Valenciana;0;39;0;0
2020-02-01;Extremadura;0;0;0;0
2020-02-01;Galicia;0;9;2;0
2020-02-01;Islas Baleares;0;0;0;0
2020-02-01;La Rioja;0;0;0;0
2020-02-01;Madrid;1;91;4;0
2020-02-01;Murcia;0;3;0;0
2020-02-01;Navarra;0;5;0;0
2020-02-01;País Vasco;0;8;1;0
2020-02-01;No Consta;0;9;0;0
2020-02-02;España;2;347;10;0
2020-02-02;Andalucía;0;35;1;0
2020-02-02;Aragón;0;2;0;0
2020-02-02;Asturias;0;4;0;0
2020-02-02;Canarias;1;11;0;0
2020-02-02;Cantabria;0;0;0;0
2020-02-02;Castilla y León;0;4;0;0
2020-02-02;Castilla-La Mancha;0;1;0;0
2020-02-02;Cataluña;0;120;2;0
2020-02-02;Ceuta y Melilla;0;0;0;0
2020-02-02;Comunidad Valenciana;0;39;0;0
2020-02-02;Extremadura;0;0;0;0
2020-02-02;Galicia;0;9;2;0
2020-02-02;Islas Baleares;0;0;0;0
2020-02-02;La Rioja;0;0;0;0
